Fe,Co,Cr,Ni,Al,Ti
20,16,22,36,2,4
20,17,21,36,2,4
19,13,25,37,2,4
19,14,24,37,2,4
19,15,23,37,2,4
19,16,22,37,2,4
19,17,21,37,2,4
20,13,24,37,2,4
20,14,23,37,2,4
20,15,22,37,2,4
20,16,21,37,2,4
24,14,10,47,4,1
24,15,9,47,4,1
24,13,10,48,4,1
24,14,9,48,4,1
24,21,20,25,6,4
25,15,15,29,8,8
25,14,15,30,8,8
25,13,15,31,8,8
24,21,13,30,5,7
24,21,13,31,5,6
24,22,12,38,2,2
24,22,11,39,2,2
19,27,19,31,1,3
19,28,18,31,1,3
19,29,17,31,1,3
20,26,19,31,1,3
20,27,18,31,1,3
20,28,17,31,1,3
19,26,19,32,1,3
19,27,18,32,1,3
19,28,17,32,1,3
20,25,19,32,1,3
20,26,18,32,1,3
20,27,17,32,1,3
19,25,19,33,1,3
19,26,18,33,1,3
19,27,17,33,1,3
20,24,19,33,1,3
20,25,18,33,1,3
20,26,17,33,1,3
19,24,19,34,1,3
19,25,18,34,1,3
19,26,17,34,1,3
20,24,18,34,1,3
20,25,17,34,1,3
19,24,18,35,1,3
19,25,17,35,1,3
20,24,17,35,1,3
25,17,15,32,7,4
25,16,15,33,7,4
25,15,15,34,7,4
25,14,15,35,7,4
25,22,9,36,5,3
23,21,16,28,4,8
19,28,11,36,1,5
18,28,11,37,1,5
25,28,10,30,5,2
25,28,9,31,5,2
21,22,15,32,5,5
16,18,14,37,7,8
21,15,14,37,5,8
21,16,13,37,5,8
19,27,20,29,1,4
20,26,20,29,1,4
18,22,8,45,5,2
18,23,7,45,5,2
19,21,8,45,5,2
19,22,7,45,5,2
21,24,24,22,3,6
21,25,23,22,3,6
21,26,22,22,3,6
21,27,21,22,3,6
21,24,23,23,3,6
21,25,22,23,3,6
21,26,21,23,3,6
21,24,22,24,3,6
21,25,21,24,3,6
21,24,21,25,3,6
21,18,22,31,3,5
21,18,21,32,3,5
22,13,18,36,6,5
22,14,17,36,6,5
20,27,12,36,1,4
21,13,19,38,3,6
21,14,18,38,3,6
21,15,17,38,3,6
21,13,18,39,3,6
21,14,17,39,3,6
21,13,17,40,3,6
24,25,12,29,4,6
24,26,11,29,4,6
24,24,12,29,4,7
24,25,11,29,4,7
24,24,12,30,4,6
24,25,11,30,4,6
24,24,11,30,4,7
24,24,11,31,4,6
20,17,13,46,1,3
25,20,14,37,2,2
22,24,21,22,7,4
23,28,12,34,2,1
24,23,19,22,4,8
24,23,18,23,4,8
24,23,17,24,4,8
21,28,19,22,6,4
21,29,18,22,6,4
21,30,17,22,6,4
21,27,19,23,6,4
21,28,18,23,6,4
21,29,17,23,6,4
21,26,19,24,6,4
21,27,18,24,6,4
21,28,17,24,6,4
21,25,19,25,6,4
21,26,18,25,6,4
21,27,17,25,6,4
21,24,19,26,6,4
21,25,18,26,6,4
21,26,17,26,6,4
21,24,18,27,6,4
21,25,17,27,6,4
21,24,17,28,6,4
23,20,20,24,6,7
23,20,20,25,6,6
23,19,20,25,6,7
23,19,20,26,6,6
23,30,12,23,7,5
23,30,12,24,7,4
23,29,12,24,7,5
23,29,12,25,7,4
23,20,19,24,9,5
23,19,19,25,9,5
23,20,18,25,9,5
23,19,18,26,9,5
23,20,17,26,9,5
23,19,17,27,9,5
22,22,12,40,1,3
18,14,25,39,1,3
18,15,24,39,1,3
18,16,23,39,1,3
18,17,22,39,1,3
18,13,25,40,1,3
18,14,24,40,1,3
18,15,23,40,1,3
18,16,22,40,1,3
18,17,21,40,1,3
18,13,24,41,1,3
18,14,23,41,1,3
18,15,22,41,1,3
18,16,21,41,1,3
18,15,15,47,1,4
19,14,15,47,1,4
20,13,15,47,1,4
18,14,15,48,1,4
19,13,15,48,1,4
21,19,22,29,5,4
21,20,21,29,5,4
24,13,10,47,4,2
24,14,9,47,4,2
24,13,9,48,4,2
23,20,20,24,10,3
23,19,20,25,10,3
22,20,15,34,5,4
25,13,19,29,6,8
25,14,18,29,6,8
25,15,17,29,6,8
25,13,18,30,6,8
25,14,17,30,6,8
23,20,20,26,8,3
23,19,20,27,8,3
24,18,17,31,7,3
25,15,14,32,10,4
25,14,14,33,10,4
25,13,14,34,10,4
17,26,11,41,1,4
21,22,13,32,8,4
25,17,14,30,10,4
25,16,14,31,10,4
22,20,14,32,9,3
22,19,14,33,9,3
21,22,14,32,8,3
17,18,15,38,4,8
25,26,10,25,7,7
25,26,10,26,7,6
25,25,10,26,7,7
25,26,9,26,7,7
25,25,10,27,7,6
25,26,9,27,7,6
25,24,10,27,7,7
25,25,9,27,7,7
25,24,10,28,7,6
25,25,9,28,7,6
25,24,9,28,7,7
16,18,13,39,8,6
15,18,13,40,8,6
16,18,13,37,9,7
19,30,10,36,1,4
18,30,10,37,1,4
19,29,10,37,1,4
19,30,9,37,1,4
24,21,16,28,4,7
21,24,25,22,4,4
21,25,24,22,4,4
21,26,23,22,4,4
21,27,22,22,4,4
21,28,21,22,4,4
21,24,24,23,4,4
21,25,23,23,4,4
21,26,22,23,4,4
21,27,21,23,4,4
21,24,23,24,4,4
21,25,22,24,4,4
21,26,21,24,4,4
21,24,22,25,4,4
21,25,21,25,4,4
21,24,21,26,4,4
23,28,11,35,2,1
21,25,13,29,6,6
21,26,13,29,5,6
21,24,13,30,6,6
21,25,13,30,5,6
21,24,13,31,5,6
20,27,11,38,1,3
20,28,10,37,1,4
24,28,12,26,5,5
24,28,12,27,5,4
24,28,11,27,5,5
24,28,11,28,5,4
24,20,12,36,4,4
18,14,25,38,1,4
18,15,24,38,1,4
18,16,23,38,1,4
18,17,22,38,1,4
19,16,19,42,1,3
19,17,18,42,1,3
20,15,19,42,1,3
20,16,18,42,1,3
20,17,17,42,1,3
19,15,19,43,1,3
19,16,18,43,1,3
19,17,17,43,1,3
20,14,19,43,1,3
20,15,18,43,1,3
20,16,17,43,1,3
19,14,19,44,1,3
19,15,18,44,1,3
19,16,17,44,1,3
20,13,19,44,1,3
20,14,18,44,1,3
20,15,17,44,1,3
19,13,19,45,1,3
19,14,18,45,1,3
19,15,17,45,1,3
20,13,18,45,1,3
20,14,17,45,1,3
19,13,18,46,1,3
19,14,17,46,1,3
20,13,17,46,1,3
25,14,15,29,9,8
25,13,15,30,9,8
17,18,13,37,7,8
24,20,20,28,5,3
23,13,24,31,3,6
23,14,23,31,3,6
23,15,22,31,3,6
23,16,21,31,3,6
23,13,23,31,3,7
23,14,22,31,3,7
23,15,21,31,3,7
23,13,23,32,3,6
23,14,22,32,3,6
23,15,21,32,3,6
23,13,22,32,3,7
23,14,21,32,3,7
23,13,22,33,3,6
23,14,21,33,3,6
23,13,21,33,3,7
23,13,21,34,3,6
24,23,16,28,4,5
23,18,19,29,4,7
23,18,19,30,4,6
23,18,18,30,4,7
24,18,19,31,5,3
24,19,18,31,5,3
24,20,17,31,5,3
25,15,20,31,6,3
24,18,18,32,5,3
24,19,17,32,5,3
25,14,20,32,6,3
24,18,17,33,5,3
25,13,20,33,6,3
24,22,14,27,10,3
18,13,13,49,1,6
21,22,20,31,3,3
22,23,13,35,1,6
22,14,19,36,5,4
22,15,18,36,5,4
22,16,17,36,5,4
22,19,15,35,5,4
24,30,17,25,3,1
24,29,17,26,3,1
24,20,13,28,10,5
24,22,17,34,1,2
21,26,10,36,3,4
21,25,10,37,3,4
21,26,9,37,3,4
17,18,14,39,4,8
16,18,14,40,4,8
15,18,14,41,4,8
20,30,13,32,1,4
19,30,13,33,1,4
20,29,13,33,1,4
18,30,13,34,1,4
19,29,13,34,1,4
20,28,13,34,1,4
18,29,13,35,1,4
19,28,13,35,1,4
20,27,13,35,1,4
17,30,10,37,1,5
19,18,13,40,4,6
18,18,13,41,4,6
24,20,14,29,7,6
24,19,14,29,7,7
24,28,13,30,3,2
24,19,14,30,7,6
24,18,14,30,7,7
24,18,14,31,7,6
23,16,25,29,3,4
23,17,24,29,3,4
24,20,14,29,5,8
24,19,14,30,5,8
24,20,13,30,5,8
24,18,14,31,5,8
24,19,13,31,5,8
24,18,13,32,5,8
25,19,10,37,5,4
25,20,9,37,5,4
25,18,10,37,5,5
25,19,9,37,5,5
22,17,15,39,4,3
22,16,15,40,4,3
22,15,15,41,4,3
21,16,19,36,2,6
21,17,18,36,2,6
21,15,19,37,2,6
21,16,18,37,2,6
21,17,17,37,2,6
21,13,17,38,6,5
25,22,16,33,2,2
25,26,10,22,10,7
25,26,10,23,10,6
25,25,10,23,10,7
25,26,10,23,9,7
25,26,9,23,10,7
25,25,10,24,10,6
25,26,10,24,9,6
25,26,9,24,10,6
25,24,10,24,10,7
25,25,10,24,9,7
25,25,9,24,10,7
25,26,9,24,9,7
25,24,10,25,10,6
25,25,10,25,9,6
25,25,9,25,10,6
25,26,9,25,9,6
25,24,10,25,9,7
25,24,9,25,10,7
25,25,9,25,9,7
25,24,10,26,9,6
25,24,9,26,10,6
25,25,9,26,9,6
25,24,9,26,9,7
25,24,9,27,9,6
16,30,19,31,1,3
17,29,19,31,1,3
17,30,18,31,1,3
15,30,19,32,1,3
16,29,19,32,1,3
16,30,18,32,1,3
17,28,19,32,1,3
17,29,18,32,1,3
17,30,17,32,1,3
15,29,19,33,1,3
15,30,18,33,1,3
16,28,19,33,1,3
16,29,18,33,1,3
16,30,17,33,1,3
17,27,19,33,1,3
17,28,18,33,1,3
17,29,17,33,1,3
15,28,19,34,1,3
15,29,18,34,1,3
15,30,17,34,1,3
16,27,19,34,1,3
16,28,18,34,1,3
16,29,17,34,1,3
17,26,19,34,1,3
17,27,18,34,1,3
17,28,17,34,1,3
15,27,19,35,1,3
15,28,18,35,1,3
15,29,17,35,1,3
16,26,19,35,1,3
16,27,18,35,1,3
16,28,17,35,1,3
17,25,19,35,1,3
17,26,18,35,1,3
17,27,17,35,1,3
18,17,20,40,1,4
18,16,20,41,1,4
21,19,15,32,8,5
15,19,18,37,4,7
15,20,17,37,4,7
16,19,17,37,4,7
15,18,17,38,6,6
23,19,12,38,2,6
23,18,12,38,2,7
23,18,12,39,2,6
21,20,15,31,8,5
15,18,18,36,6,7
16,18,17,36,6,7
16,30,20,29,1,4
17,29,20,29,1,4
21,13,13,36,9,8
22,23,16,31,3,5
23,20,16,29,8,4
23,19,16,30,8,4
23,20,20,25,9,3
23,19,20,26,9,3
23,22,19,26,6,4
23,22,18,27,6,4
23,22,17,28,6,4
24,20,15,27,10,4
24,19,15,28,10,4
25,16,14,32,9,4
25,15,14,33,9,4
25,14,14,34,9,4
25,13,14,35,9,4
23,22,20,23,7,5
21,20,13,35,8,3
25,17,14,31,9,4
15,18,18,42,4,3
16,18,17,42,4,3
15,18,17,43,4,3
22,24,21,22,6,5
20,18,13,39,4,6
23,27,10,36,2,2
23,27,9,37,2,2
21,22,15,30,7,5
25,17,13,34,8,3
25,16,13,35,8,3
16,18,15,36,8,7
21,22,15,31,8,3
17,23,8,45,5,2
19,18,15,38,4,6
23,29,12,22,10,4
23,30,12,22,9,4
23,29,12,22,9,5
23,29,12,23,9,4
22,20,15,32,6,5
22,19,15,33,6,5
23,30,12,23,5,7
23,30,12,24,5,6
23,29,12,24,5,7
23,29,12,25,5,6
22,18,19,34,2,5
22,18,18,35,2,5
21,26,10,36,2,5
21,25,10,37,2,5
21,26,9,37,2,5
24,21,14,29,5,7
24,21,14,30,5,6
19,28,11,37,1,4
23,30,10,29,5,3
24,19,15,29,7,6
24,18,15,29,7,7
23,29,10,30,5,3
23,30,9,30,5,3
24,18,15,30,7,6
23,29,9,31,5,3
24,26,12,27,4,7
24,26,12,28,4,6
24,25,12,28,4,7
24,26,11,28,4,7
22,21,15,29,9,4
23,23,20,24,6,4
22,19,13,32,10,4
21,16,16,36,6,5
20,17,14,45,1,3
19,17,14,46,1,3
20,16,14,46,1,3
22,24,23,22,6,3
22,25,22,22,6,3
22,26,21,22,6,3
22,24,22,23,6,3
22,25,21,23,6,3
22,24,21,24,6,3
22,20,13,31,10,4
18,18,13,38,7,6
24,21,13,28,10,4
21,22,16,34,2,5
23,13,10,49,4,1
23,14,9,49,4,1
23,13,9,50,4,1
24,22,14,28,9,3
22,21,14,29,9,5
20,18,15,36,4,7
23,21,19,25,7,5
23,21,18,26,7,5
23,21,17,27,7,5
22,21,14,32,7,4
17,18,13,40,4,8
16,18,13,41,4,8
23,22,20,25,5,5
23,20,16,31,6,4
23,19,16,32,6,4
24,21,13,29,6,7
24,21,13,30,6,6
18,15,25,36,2,4
18,16,24,36,2,4
18,17,23,36,2,4
18,14,25,37,2,4
18,15,24,37,2,4
18,16,23,37,2,4
18,17,22,37,2,4
24,20,20,26,6,4
24,19,20,27,6,4
24,18,20,28,6,4
19,18,14,39,4,6
18,18,14,40,4,6
19,28,19,30,1,3
19,29,18,30,1,3
19,30,17,30,1,3
20,27,19,30,1,3
20,28,18,30,1,3
20,29,17,30,1,3
18,28,19,31,1,3
18,29,18,31,1,3
18,30,17,31,1,3
24,20,13,31,5,7
18,27,19,32,1,3
18,28,18,32,1,3
18,29,17,32,1,3
24,20,13,32,5,6
24,19,13,32,5,7
18,26,19,33,1,3
18,27,18,33,1,3
18,28,17,33,1,3
24,19,13,33,5,6
24,18,13,33,5,7
18,25,19,34,1,3
18,26,18,34,1,3
18,27,17,34,1,3
24,18,13,34,5,6
18,24,19,35,1,3
18,25,18,35,1,3
18,26,17,35,1,3
21,14,14,37,6,8
21,15,13,37,6,8
24,23,21,22,7,3
15,18,13,38,8,8
23,13,25,31,3,5
23,14,24,31,3,5
23,15,23,31,3,5
23,16,22,31,3,5
23,17,21,31,3,5
23,13,24,32,3,5
23,14,23,32,3,5
23,15,22,32,3,5
23,16,21,32,3,5
23,13,23,33,3,5
23,14,22,33,3,5
23,15,21,33,3,5
23,13,22,34,3,5
23,14,21,34,3,5
18,18,14,36,7,7
23,21,19,23,10,4
23,21,18,24,10,4
23,21,17,25,10,4
22,21,14,30,10,3
24,26,25,22,2,1
24,27,24,22,2,1
24,25,25,23,2,1
24,26,24,23,2,1
24,27,23,23,2,1
24,24,25,24,2,1
24,25,24,24,2,1
24,26,23,24,2,1
24,27,22,24,2,1
24,24,24,25,2,1
24,25,23,25,2,1
24,26,22,25,2,1
24,24,23,26,2,1
24,25,22,26,2,1
24,24,22,27,2,1
21,17,14,36,4,8
15,15,13,49,3,5
16,14,13,49,3,5
17,13,13,49,3,5
15,14,13,50,3,5
16,13,13,50,3,5
18,28,20,29,1,4
23,17,15,35,2,8
23,22,20,22,9,4
23,22,20,23,8,4
21,18,23,30,3,5
21,13,19,38,5,4
21,14,18,38,5,4
21,15,17,38,5,4
21,13,18,39,5,4
21,14,17,39,5,4
21,13,17,40,5,4
22,30,16,23,2,7
22,29,16,24,2,7
22,28,16,25,2,7
22,27,16,26,2,7
22,26,16,27,2,7
22,25,16,28,2,7
23,19,16,29,9,4
24,23,15,29,5,4
24,23,13,37,1,2
23,13,16,36,6,6
22,21,15,31,7,4
22,22,13,34,3,6
17,30,13,35,1,4
21,18,11,46,1,3
24,20,15,28,9,4
23,13,9,49,4,2
22,14,13,42,4,5
22,13,13,43,4,5
25,26,12,32,4,1
22,22,12,39,1,4
15,18,16,42,4,5
23,22,19,24,4,8
23,22,18,25,4,8
23,22,17,26,4,8
21,25,14,29,5,6
21,24,14,30,5,6
22,29,12,30,2,5
23,18,13,32,8,6
15,18,15,37,7,8
21,21,19,32,3,4
21,21,18,33,3,4
21,21,17,34,3,4
24,22,21,22,7,4
23,18,13,31,8,7
15,19,16,37,7,6
25,15,25,22,5,8
25,16,24,22,5,8
25,17,23,22,5,8
25,14,25,23,5,8
25,15,24,23,5,8
25,16,23,23,5,8
25,17,22,23,5,8
25,13,25,24,5,8
25,14,24,24,5,8
25,15,23,24,5,8
25,16,22,24,5,8
25,17,21,24,5,8
25,13,24,25,5,8
25,14,23,25,5,8
25,15,22,25,5,8
25,16,21,25,5,8
25,13,23,26,5,8
25,14,22,26,5,8
25,15,21,26,5,8
25,13,22,27,5,8
25,14,21,27,5,8
25,13,21,28,5,8
24,18,15,29,6,8
23,28,10,29,4,6
23,28,9,29,4,7
23,28,9,30,4,6
21,21,14,35,4,5
15,13,25,42,2,3
15,14,24,42,2,3
15,15,23,42,2,3
15,16,22,42,2,3
15,17,21,42,2,3
16,13,24,42,2,3
16,14,23,42,2,3
16,15,22,42,2,3
16,16,21,42,2,3
17,13,23,42,2,3
17,14,22,42,2,3
17,15,21,42,2,3
15,13,24,43,2,3
15,14,23,43,2,3
15,15,22,43,2,3
15,16,21,43,2,3
16,13,23,43,2,3
16,14,22,43,2,3
16,15,21,43,2,3
17,13,22,43,2,3
17,14,21,43,2,3
15,13,23,44,2,3
15,14,22,44,2,3
15,15,21,44,2,3
16,13,22,44,2,3
16,14,21,44,2,3
17,13,21,44,2,3
15,13,22,45,2,3
15,14,21,45,2,3
16,13,21,45,2,3
15,13,21,46,2,3
23,18,19,30,6,4
25,16,12,42,4,1
25,17,11,42,4,1
25,15,12,43,4,1
25,16,11,43,4,1
25,14,12,44,4,1
25,15,11,44,4,1
25,13,12,45,4,1
25,14,11,45,4,1
18,18,15,37,4,8
22,23,14,34,1,6
22,20,13,32,9,4
22,19,13,33,9,4
19,23,8,44,5,1
23,30,11,27,6,3
23,29,11,28,6,3
24,28,15,29,2,2
25,18,10,38,6,3
25,19,9,38,6,3
25,18,9,39,6,3
15,24,21,35,2,3
23,18,25,22,4,8
23,18,24,23,4,8
23,18,23,24,4,8
23,18,22,25,4,8
23,18,21,26,4,8
21,21,13,32,8,5
15,18,16,42,6,3
23,21,19,27,5,5
23,21,18,28,5,5
20,30,14,31,1,4
19,30,14,32,1,4
20,29,14,32,1,4
18,30,14,33,1,4
19,29,14,33,1,4
20,28,14,33,1,4
18,29,14,34,1,4
19,28,14,34,1,4
20,27,14,34,1,4
18,28,14,35,1,4
19,27,14,35,1,4
20,26,14,35,1,4
23,18,14,29,8,8
23,18,13,30,8,8
18,17,19,42,1,3
18,16,19,43,1,3
18,17,18,43,1,3
18,15,19,44,1,3
18,16,18,44,1,3
18,17,17,44,1,3
18,14,19,45,1,3
18,15,18,45,1,3
18,16,17,45,1,3
18,13,19,46,1,3
18,14,18,46,1,3
18,15,17,46,1,3
22,23,9,42,1,3
15,14,14,49,3,5
16,13,14,49,3,5
15,13,14,50,3,5
21,20,13,34,7,5
23,13,25,30,3,6
23,14,24,30,3,6
23,15,23,30,3,6
23,16,22,30,3,6
23,17,21,30,3,6
23,13,24,30,3,7
23,14,23,30,3,7
23,15,22,30,3,7
23,16,21,30,3,7
24,21,20,26,6,3
23,21,20,26,7,3
21,23,25,23,3,5
21,23,24,24,3,5
21,23,23,25,3,5
21,23,22,26,3,5
21,23,21,27,3,5
23,21,19,24,9,4
23,21,19,25,8,4
23,21,18,25,9,4
23,21,18,26,8,4
23,21,17,26,9,4
23,21,17,27,8,4
24,17,20,28,3,8
22,21,14,31,9,3
15,16,13,49,1,6
16,15,13,49,1,6
17,14,13,49,1,6
15,15,13,50,1,6
16,14,13,50,1,6
17,13,13,50,1,6
25,17,25,23,7,3
25,16,25,24,7,3
25,17,24,24,7,3
25,15,25,25,7,3
25,16,24,25,7,3
25,17,23,25,7,3
25,14,25,26,7,3
25,15,24,26,7,3
25,16,23,26,7,3
25,17,22,26,7,3
25,13,25,27,7,3
25,14,24,27,7,3
25,15,23,27,7,3
25,16,22,27,7,3
25,17,21,27,7,3
25,13,24,28,7,3
25,14,23,28,7,3
25,15,22,28,7,3
25,16,21,28,7,3
25,29,9,29,7,1
25,15,12,42,4,2
25,16,11,42,4,2
25,14,12,43,4,2
25,15,11,43,4,2
25,13,12,44,4,2
25,14,11,44,4,2
25,13,11,45,4,2
24,21,12,39,2,2
24,21,11,40,2,2
24,21,15,27,10,3
22,20,13,35,5,5
24,13,18,42,2,1
21,24,18,29,5,3
21,25,17,29,5,3
21,24,17,30,5,3
24,27,10,30,4,5
24,27,9,31,4,5
15,16,15,49,1,4
16,15,15,49,1,4
17,14,15,49,1,4
15,15,15,50,1,4
16,14,15,50,1,4
17,13,15,50,1,4
24,19,14,29,6,8
24,20,13,29,6,8
24,18,14,30,6,8
24,19,13,30,6,8
24,18,13,31,6,8
22,22,14,32,6,4
16,23,13,37,4,7
24,18,21,22,10,5
20,26,12,37,1,4
19,26,19,31,1,4
19,27,18,31,1,4
19,28,17,31,1,4
20,25,19,31,1,4
20,26,18,31,1,4
20,27,17,31,1,4
19,25,19,32,1,4
19,26,18,32,1,4
19,27,17,32,1,4
20,24,19,32,1,4
20,25,18,32,1,4
20,26,17,32,1,4
19,24,19,33,1,4
19,25,18,33,1,4
19,26,17,33,1,4
20,24,18,33,1,4
20,25,17,33,1,4
19,24,18,34,1,4
19,25,17,34,1,4
20,24,17,34,1,4
19,24,17,35,1,4
24,18,23,22,8,5
24,19,22,22,8,5
24,20,21,22,8,5
24,18,22,23,8,5
24,19,21,23,8,5
24,18,21,24,8,5
25,16,20,29,7,3
17,30,19,30,1,3
25,15,20,30,7,3
22,13,20,36,4,5
23,23,19,24,4,7
23,23,19,25,4,6
23,23,18,25,4,7
23,23,18,26,4,6
23,23,17,26,4,7
23,23,17,27,4,6
21,25,15,29,2,8
15,24,12,42,1,6
25,17,14,29,7,8
25,16,14,30,7,8
25,17,13,30,7,8
25,15,14,31,7,8
25,16,13,31,7,8
25,14,14,32,7,8
25,15,13,32,7,8
25,13,14,33,7,8
25,14,13,33,7,8
25,13,13,34,7,8
17,18,13,40,5,7
16,18,13,41,5,7
23,21,16,29,7,4
15,15,25,39,1,5
15,16,24,39,1,5
15,17,23,39,1,5
16,14,25,39,1,5
16,15,24,39,1,5
16,16,23,39,1,5
16,17,22,39,1,5
17,13,25,39,1,5
17,14,24,39,1,5
17,15,23,39,1,5
17,16,22,39,1,5
17,17,21,39,1,5
15,14,25,40,1,5
15,15,24,40,1,5
15,16,23,40,1,5
15,17,22,40,1,5
16,13,25,40,1,5
16,14,24,40,1,5
16,15,23,40,1,5
16,16,22,40,1,5
16,17,21,40,1,5
17,13,24,40,1,5
17,14,23,40,1,5
17,15,22,40,1,5
17,16,21,40,1,5
15,13,25,41,1,5
15,14,24,41,1,5
15,15,23,41,1,5
15,16,22,41,1,5
15,17,21,41,1,5
16,13,24,41,1,5
16,14,23,41,1,5
16,15,22,41,1,5
16,16,21,41,1,5
17,13,23,41,1,5
17,14,22,41,1,5
17,15,21,41,1,5
24,18,14,29,9,6
21,20,19,33,3,4
21,19,19,34,3,4
21,20,18,34,3,4
21,19,18,35,3,4
21,20,17,35,3,4
22,21,12,41,1,3
15,13,17,47,1,7
25,30,13,27,4,1
25,29,13,28,4,1
21,19,13,35,7,5
25,13,10,46,5,1
25,14,9,46,5,1
21,27,10,37,2,3
15,17,20,42,2,4
16,16,20,42,2,4
17,15,20,42,2,4
15,16,20,43,2,4
16,15,20,43,2,4
17,14,20,43,2,4
15,15,20,44,2,4
16,14,20,44,2,4
17,13,20,44,2,4
15,14,20,45,2,4
16,13,20,45,2,4
15,13,20,46,2,4
24,21,14,26,10,5
16,18,14,39,7,6
15,18,14,40,7,6
22,18,10,46,1,3
22,19,9,46,1,3
25,16,20,29,6,4
25,15,20,30,6,4
23,14,20,35,2,6
23,13,20,35,2,7
18,18,14,38,4,8
24,20,14,30,5,7
24,20,14,31,5,6
24,19,14,31,5,7
24,19,14,32,5,6
24,18,14,32,5,7
24,18,14,33,5,6
24,13,13,37,7,6
19,17,16,42,1,5
20,16,16,42,1,5
19,16,16,43,1,5
20,15,16,43,1,5
19,15,16,44,1,5
20,14,16,44,1,5
19,14,16,45,1,5
20,13,16,45,1,5
19,13,16,46,1,5
17,18,15,38,5,7
23,29,10,29,5,4
23,30,9,29,5,4
23,29,9,29,5,5
23,29,9,30,5,4
21,24,10,39,3,3
21,24,9,40,3,3
22,21,15,33,5,4
22,13,15,42,4,4
25,17,14,33,6,5
25,16,14,34,6,5
25,15,14,35,6,5
22,14,20,36,5,3
25,30,13,24,6,2
25,29,13,25,6,2
25,30,13,25,5,2
25,29,13,26,5,2
23,21,19,28,6,3
24,20,16,38,1,1
21,13,18,38,3,7
21,14,17,38,3,7
21,13,17,39,3,7
21,18,25,29,3,4
25,27,12,22,7,7
25,27,12,23,7,6
25,27,11,23,7,7
25,27,11,24,7,6
25,13,19,39,3,1
25,14,18,39,3,1
25,13,18,40,3,1
20,26,11,39,1,3
20,25,11,40,1,3
20,24,11,41,1,3
24,23,14,36,1,2
22,30,12,31,2,3
22,29,12,32,2,3
22,13,14,42,4,5
25,13,9,46,5,2
23,20,19,26,7,5
23,19,19,27,7,5
23,20,18,27,7,5
23,19,18,28,7,5
23,20,17,28,7,5
22,22,14,33,3,6
17,30,14,34,1,4
16,30,14,35,1,4
17,29,14,35,1,4
22,19,11,42,1,5
22,18,11,43,1,5
24,20,12,40,2,2
24,19,12,41,2,2
24,20,11,41,2,2
23,29,12,22,6,8
23,22,20,24,6,5
24,21,15,28,9,3
25,26,10,23,8,8
25,25,10,24,8,8
25,26,9,24,8,8
25,24,10,25,8,8
25,25,9,25,8,8
25,24,9,26,8,8
24,20,13,30,6,7
24,20,13,31,6,6
24,19,13,31,6,7
24,19,13,32,6,6
24,18,13,32,6,7
24,18,13,33,6,6
22,23,25,23,1,6
22,23,24,24,1,6
22,23,23,25,1,6
22,23,22,26,1,6
22,23,21,27,1,6
21,28,20,22,5,4
21,27,20,23,5,4
21,26,20,24,5,4
21,25,20,25,5,4
21,24,20,26,5,4
21,21,20,32,3,3
18,29,19,30,1,3
18,30,18,30,1,3
21,20,14,34,8,3
15,23,14,37,4,7
23,28,10,28,4,7
23,14,25,30,3,5
23,15,24,30,3,5
23,16,23,30,3,5
23,17,22,30,3,5
25,25,12,33,4,1
25,26,11,33,4,1
24,15,10,46,4,1
24,16,9,46,4,1
24,18,22,22,9,5
24,19,21,22,9,5
24,18,21,23,9,5
24,21,17,35,1,2
22,20,14,34,5,5
22,21,13,30,10,4
25,19,10,37,6,3
25,20,9,37,6,3
19,15,25,36,1,4
19,16,24,36,1,4
19,17,23,36,1,4
20,14,25,36,1,4
20,15,24,36,1,4
20,16,23,36,1,4
20,17,22,36,1,4
19,14,25,37,1,4
19,15,24,37,1,4
19,16,23,37,1,4
19,17,22,37,1,4
20,13,25,37,1,4
20,14,24,37,1,4
20,15,23,37,1,4
20,16,22,37,1,4
20,17,21,37,1,4
21,21,13,34,8,3
17,18,14,39,5,7
16,18,14,40,5,7
15,18,14,41,5,7
25,13,20,29,5,8
23,14,16,36,8,3
17,18,16,39,7,3
16,18,16,40,7,3
15,18,16,41,7,3
24,18,17,29,7,5
24,23,13,29,6,5
24,23,13,30,5,5
25,16,15,29,7,8
25,15,15,30,7,8
25,14,15,31,7,8
25,13,15,32,7,8
18,25,8,42,5,2
18,26,7,42,5,2
19,24,8,42,5,2
19,25,7,42,5,2
18,24,8,43,5,2
18,25,7,43,5,2
19,24,7,43,5,2
18,24,7,44,5,2
25,21,16,34,2,2
15,18,14,37,8,8
21,22,15,34,5,3
24,21,14,27,9,5
25,27,10,27,8,3
25,27,9,28,8,3
19,18,13,38,4,8
21,13,18,36,7,5
21,14,17,36,7,5
21,16,15,36,6,6
15,30,19,31,1,4
16,29,19,31,1,4
16,30,18,31,1,4
17,28,19,31,1,4
17,29,18,31,1,4
17,30,17,31,1,4
15,29,19,32,1,4
15,30,18,32,1,4
16,28,19,32,1,4
16,29,18,32,1,4
16,30,17,32,1,4
17,27,19,32,1,4
17,28,18,32,1,4
17,29,17,32,1,4
15,28,19,33,1,4
15,29,18,33,1,4
15,30,17,33,1,4
16,27,19,33,1,4
16,28,18,33,1,4
16,29,17,33,1,4
17,26,19,33,1,4
17,27,18,33,1,4
17,28,17,33,1,4
15,27,19,34,1,4
15,28,18,34,1,4
