formula,composition_obj,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,CFS
Co1 Cu0.5 Fe1 Ni1 V1 Ti1,Co1 Cu0.5 Fe1 Ni1 V1 Ti1,6,0.4165977904505309,0.3134742945802482,0.25117273236020954,0.2288690323009513,0.21357125142693337,22.0,29.0,7.0,25.545454545454547,2.214876033057851,22.0,43.0,64.0,21.0,53.63636363636363,6.644628099173554,43.0,47.867,63.546,15.679000000000002,55.28238090909092,4.275004297520659,47.867,1357.77,2183.0,825.23,1838.1609090909092,162.7920661157025,1728.0,4.0,11.0,7.0,7.545454545454546,2.2148760330578514,4.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,160.0,36.0,138.36363636363637,13.190082644628102,124.0,1.54,1.91,0.3699999999999999,1.7709090909090905,0.13520661157024802,1.54,1.0,2.0,1.0,1.9090909090909092,0.16528925619834703,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,8.0,5.636363636363637,2.28099173553719,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,7.545454545454546,2.2148760330578514,4.0,0.0,1.0,1.0,0.09090909090909091,0.1652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,4.363636363636363,2.28099173553719,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.454545454545454,2.2148760330578514,2.0,10.245,16.69,6.445000000000002,12.096363636363636,2.0026446280991737,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7735547696969697,0.7680088947658402,0.0,194.0,229.0,35.0,215.1818181818182,15.404958677685949,194.0,1.9090909090909092,0.0,5.636363636363637,0.0,False,0.033645949486530435,0.005220402040281293,Co0.19382534159042186 Cu0.10449819627719953 Fe0.18366857933151443 Ni0.1930366799916968 V0.16754146179633525 Ti0.15742974101283194 ,Co0.18181818181818182Cu0.09090909090909091Fe0.18181818181818182Ni0.18181818181818182V0.18181818181818182Ti0.18181818181818182,0.0501745206004254,1.7843379468279388,-0.014295904125904273,3.2727272727272725,1.0807181147164155,-0.014697168880613485,55.28238090909091,304.05309500000004,-5.838042083132589,0.11205224780265088,0.2864462809917355,7.545454545454547,15.140495867768596,4.548181818181818,27.0,1.0,0.0,26.0,0,62.07181818181819,0.2794846447638029,9.287272727272725,-0.038594541908774004,7.4
Co1 Fe1 Mo0.2 Ni1 V1,Co1 Fe1 Mo0.2 Ni1 V1,5,0.4785655057676614,0.3782044320493947,0.31417357671997875,0.29024147892073715,0.2734996090327863,23.0,42.0,19.0,26.761904761904763,2.1541950113378685,23.0,46.0,61.0,15.0,54.76190476190476,4.625850340136055,46.0,50.9415,95.96,45.018499999999996,58.001213095238086,4.388536281179137,50.9415,1728.0,2896.0,1168.0,1921.2380952380952,217.4829931972789,1728.0,5.0,10.0,5.0,7.904761904761905,1.564625850340136,5.0,4.0,5.0,1.0,4.0476190476190474,0.09070294784580483,4.0,124.0,154.0,30.0,134.7142857142857,10.544217687074822,124.0,1.63,2.16,0.5300000000000002,1.829047619047619,0.09478458049886623,1.63,1.0,2.0,1.0,1.952380952380952,0.09070294784580524,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.9523809523809526,1.4965986394557822,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,7.904761904761905,1.564625850340136,5.0,0.0,1.0,1.0,0.047619047619047616,0.09070294784580497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.0476190476190474,1.4965986394557822,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.095238095238095,1.564625850340136,2.0,10.245,15.69,5.445,11.29595238095238,1.2346938775510201,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0129830238095237,0.7776990249433107,0.0,194.0,229.0,35.0,219.7142857142857,12.244897959183684,194.0,1.952380952380952,0.0,5.9523809523809526,0.0,False,0.06781594510408206,0.004151285801924568,Co0.24192500037817974 Fe0.22924773798738468 Mo0.07876811883788946 Ni0.2409406246716584 V0.20911851812488774 ,Co0.23809523809523808Fe0.23809523809523808Mo0.047619047619047616Ni0.23809523809523808V0.23809523809523808,0.034547338527314536,2.376973912830427,0.00048812952253818304,2.108843537414966,1.0668686340376032,-0.012568476876778147,58.001213095238086,243.601095,-10.5306083071766,0.07507493130326913,0.190249433106576,7.904761904761904,10.158730158730158,4.71047619047619,30.0,1.0,0.0,29.0,0,72.0595238095238,0.22997070322303592,8.116326530612245,-0.02328495881443382,80.0
Co1 Fe1 Mo0.4 Ni1 V1,Co1 Fe1 Mo0.4 Ni1 V1,5,0.46354722850843494,0.362686917112991,0.3000415472913077,0.2770647662271545,0.261068492319393,23.0,42.0,19.0,27.454545454545453,2.892561983471074,23.0,46.0,61.0,15.0,54.54545454545454,4.710743801652894,46.0,50.9415,95.96,45.018499999999996,59.7266125,6.587888636363639,50.9415,1728.0,2896.0,1168.0,1965.5454545454543,268.0165289256197,1728.0,5.0,10.0,5.0,7.8181818181818175,1.6115702479338845,5.0,4.0,5.0,1.0,4.090909090909091,0.16528925619834706,4.0,124.0,154.0,30.0,135.5909090909091,11.260330578512397,124.0,1.63,2.16,0.5300000000000002,1.8440909090909092,0.10371900826446276,1.63,1.0,2.0,1.0,1.909090909090909,0.1652892561983472,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.909090909090908,1.4876033057851241,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,7.8181818181818175,1.6115702479338845,5.0,0.0,1.0,1.0,0.09090909090909091,0.1652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.090909090909091,1.4876033057851237,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.181818181818181,1.6115702479338838,2.0,10.245,15.69,5.445,11.495681818181817,1.4509297520661149,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.9669383409090908,0.7842078719008264,0.0,194.0,229.0,35.0,220.13636363636363,11.880165289256203,194.0,1.909090909090909,0.0,5.909090909090908,0.0,False,0.06781594510408206,0.005121175875461155,Co0.2242604283103909 Fe0.21250881814559316 Mo0.1460334569819193 Ni0.2233479284975657 V0.19384936806453099 ,Co0.22727272727272727Fe0.22727272727272727Mo0.09090909090909091Ni0.22727272727272727V0.22727272727272727,0.03801889690442892,2.60027414445203,0.001085830214612671,2.396694214876033,1.066775152776399,-0.013010609348225904,59.72661249999999,262.789095,-9.001162729552055,0.07404173533740036,0.19070247933884293,7.818181818181817,9.83471074380165,4.806363636363637,30.0,1.0,0.0,29.0,0,74.04772727272727,0.25089389879726737,9.293078512396693,-0.027753491711736675,19.7
Co1 Fe1 Mo0.4 Ni1 V1,Co1 Fe1 Mo0.4 Ni1 V1,5,0.46354722850843494,0.362686917112991,0.3000415472913077,0.2770647662271545,0.261068492319393,23.0,42.0,19.0,27.454545454545453,2.892561983471074,23.0,46.0,61.0,15.0,54.54545454545454,4.710743801652894,46.0,50.9415,95.96,45.018499999999996,59.7266125,6.587888636363639,50.9415,1728.0,2896.0,1168.0,1965.5454545454543,268.0165289256197,1728.0,5.0,10.0,5.0,7.8181818181818175,1.6115702479338845,5.0,4.0,5.0,1.0,4.090909090909091,0.16528925619834706,4.0,124.0,154.0,30.0,135.5909090909091,11.260330578512397,124.0,1.63,2.16,0.5300000000000002,1.8440909090909092,0.10371900826446276,1.63,1.0,2.0,1.0,1.909090909090909,0.1652892561983472,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.909090909090908,1.4876033057851241,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,7.8181818181818175,1.6115702479338845,5.0,0.0,1.0,1.0,0.09090909090909091,0.1652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.090909090909091,1.4876033057851237,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.181818181818181,1.6115702479338838,2.0,10.245,15.69,5.445,11.495681818181817,1.4509297520661149,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.9669383409090908,0.7842078719008264,0.0,194.0,229.0,35.0,220.13636363636363,11.880165289256203,194.0,1.909090909090909,0.0,5.909090909090908,0.0,False,0.06781594510408206,0.005121175875461155,Co0.2242604283103909 Fe0.21250881814559316 Mo0.1460334569819193 Ni0.2233479284975657 V0.19384936806453099 ,Co0.22727272727272727Fe0.22727272727272727Mo0.09090909090909091Ni0.22727272727272727V0.22727272727272727,0.03801889690442892,2.60027414445203,0.001085830214612671,2.396694214876033,1.066775152776399,-0.013010609348225904,59.72661249999999,262.789095,-9.001162729552055,0.07404173533740036,0.19070247933884293,7.818181818181817,9.83471074380165,4.806363636363637,30.0,1.0,0.0,29.0,0,74.04772727272727,0.25089389879726737,9.293078512396693,-0.027753491711736675,19.7
Co1 Fe1 Ni1 Mn1 Al1,Co1 Fe1 Ni1 Mn1 Al1,5,0.447213595499958,0.34199518933533946,0.27594593229224296,0.25169979012836535,0.2349237886176038,13.0,28.0,15.0,23.8,4.319999999999999,13.0,52.0,73.0,21.0,59.8,5.76,52.0,26.9815386,58.933195,31.951656399999997,51.078235719999995,9.638678848000001,26.9815386,933.47,1811.0,877.53,1551.894,260.5272,933.47,7.0,13.0,6.0,9.4,1.6800000000000002,7.0,3.0,4.0,1.0,3.8,0.3200000000000001,3.0,121.0,139.0,18.0,128.4,5.6800000000000015,121.0,1.55,1.91,0.3599999999999999,1.7559999999999998,0.14079999999999998,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,8.0,8.0,5.2,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.4,1.92,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,5.0,5.0,2.8,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.8,1.04,2.0,10.245,16.48,6.235000000000001,11.65251724138,1.9309931034480001,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8509677641379311,0.7828793886896552,0.0,194.0,229.0,35.0,218.0,10.0,194.0,2.0,0.2,5.2,0.0,False,0.031880743083437246,0.00535326113647293,Co0.23075658025096724 Fe0.21866456118856725 Ni0.22981764805560126 Mn0.21511332263376778 Al0.1056478878710966 ,Co0.2Fe0.2Ni0.2Mn0.2Al0.2,0.047591510667120154,1.4917878525783945,-0.017986527087389525,3.120000000000001,1.076023822779874,-0.013380866803977112,51.07823572,255.39117859999996,-5.907792954614226,0.08090426251297698,0.212,9.4,13.920000000000003,3.884,27.0,0.0,1.0,26.0,0,67.22,0.30398574526711314,8.9064,-0.04908267634436564,1.9
Co1 Fe1 Ni1 Mn1 Ti0.3 Al0.7,Co1 Fe1 Ni1 Mn1 Ti0.3 Al0.7,6,0.42801869118065394,0.3269819714675265,0.26611393738023664,0.24451543298945186,0.2299014308491047,13.0,28.0,15.0,24.339999999999996,3.4560000000000017,25.0,43.0,73.0,30.0,58.0,5.4,52.0,26.9815386,58.933195,31.951656399999997,52.33136340399999,7.633674553600008,54.938045,933.47,1941.0,1007.53,1612.3458,227.423544,1519.0,4.0,13.0,9.0,8.860000000000001,1.6711999999999996,7.0,3.0,4.0,1.0,3.8599999999999994,0.2408000000000004,4.0,121.0,160.0,39.0,130.74,7.3192,124.0,1.54,1.91,0.3699999999999999,1.7518,0.14583999999999994,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.13999999999999999,0.2408,0.0,0.0,8.0,8.0,5.32,2.016,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.460000000000001,1.8479999999999996,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.7,1.204,0.0,0.0,8.0,8.0,3.28,1.5424,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.9799999999999995,1.1840000000000002,2.0,10.245,16.69,6.445000000000002,11.665117241379999,1.9511531034479994,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.850969116137931,0.7828783070896551,0.000310120689655,194.0,229.0,35.0,216.14000000000001,11.512799999999993,194.0,2.0,0.13999999999999999,5.32,0.0,False,0.033645949486530435,0.005720274566303082,Co0.22523087940604045 Fe0.21342841602988483 Ni0.2243144308963818 Mn0.20996221549160238 Ti0.0548814289019742 Al0.07218262927411652 ,Co0.2Fe0.2Ni0.2Mn0.2Ti0.06Al0.13999999999999999,0.04843451313319122,1.4743595551763995,-0.018022672881693166,3.1764,1.0807497049727264,-0.014396611965433986,52.331363404,261.65681701999995,-6.13691943746492,0.09075112538417375,0.23456,8.860000000000001,15.744,3.9716,29.0,0.0,1.0,28.0,0,67.985,0.2808441108164498,8.401499999999999,-0.04542388679148386,19.3
Co1 Fe1 Ni1 Mn1 Ti0.5 Al0.5,Co1 Fe1 Ni1 Mn1 Ti0.5 Al0.5,6,0.42426406871192857,0.3239611801277484,0.26472116807053714,0.24393855425784636,0.2297508862927027,13.0,28.0,15.0,24.7,2.8800000000000003,25.0,43.0,73.0,30.0,56.8,5.4,52.0,26.9815386,58.933195,31.951656399999997,53.16678185999999,6.297005024000003,54.938045,933.47,1941.0,1007.53,1652.6470000000002,197.29419999999993,1519.0,4.0,13.0,9.0,8.5,1.7,7.0,3.0,4.0,1.0,3.9,0.18000000000000008,4.0,121.0,160.0,39.0,132.3,8.220000000000004,124.0,1.54,1.91,0.3699999999999999,1.7489999999999999,0.14919999999999997,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.1,0.18,0.0,0.0,8.0,8.0,5.4,1.92,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.5,1.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.5,0.9,0.0,0.0,8.0,8.0,3.6,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.1,1.3199999999999998,2.0,10.245,16.69,6.445000000000002,11.67351724138,1.9645931034480006,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8509700174712643,0.7828775860229886,0.000310120689655,194.0,229.0,35.0,214.9,12.539999999999997,194.0,2.0,0.1,5.4,0.0,False,0.033645949486530435,0.0059600531862147145,Co0.2216917892648995 Fe0.21007477995208496 Ni0.2207897410625786 Mn0.20666304439739888 Ti0.0900317798546553 Al0.0507488654683829 ,Co0.2Fe0.2Ni0.2Mn0.2Ti0.1Al0.1,0.04898518327923954,1.457441303909236,-0.01804654705921649,3.2100000000000004,1.0807406760145304,-0.01453343193581219,53.16678185999999,265.83390929999996,-6.0567368688370955,0.09671069120369861,0.24800000000000005,8.500000000000002,16.48,4.03,29.0,0.0,1.0,28.0,0,68.495,0.2646394658795481,8.0139,-0.041302147971670256,20.5
Co1 Fe1 Ni1 Mn1 Ti0.8 Al0.2,Co1 Fe1 Ni1 Mn1 Ti0.8 Al0.2,6,0.43266615305567874,0.33068117637798583,0.2680942170421411,0.24558913171969277,0.23034904902191708,13.0,28.0,15.0,25.24,2.1120000000000005,25.0,43.0,73.0,30.0,55.0,5.040000000000001,52.0,26.9815386,58.933195,31.951656399999997,54.419909543999985,4.292000729600009,54.938045,933.47,1941.0,1007.53,1713.0987999999998,140.00982400000015,1519.0,4.0,13.0,9.0,7.960000000000001,1.6511999999999998,7.0,3.0,4.0,1.0,3.96,0.07680000000000003,4.0,121.0,160.0,39.0,134.64000000000001,9.859200000000005,124.0,1.54,1.91,0.3699999999999999,1.7448000000000001,0.15423999999999993,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.04,0.07680000000000001,0.0,0.0,8.0,8.0,5.5200000000000005,1.7759999999999998,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.5600000000000005,1.7280000000000002,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.2,0.384,0.0,0.0,8.0,8.0,4.08,1.6224,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.279999999999999,1.536,2.0,10.245,16.69,6.445000000000002,11.68611724138,1.9847531034480004,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8509713694712644,0.7828765044229887,0.000310120689655,194.0,229.0,35.0,213.04000000000002,13.708799999999993,194.0,2.0,0.04,5.5200000000000005,0.0,False,0.033645949486530435,0.006312375616119461,Co0.21658689069429968 Fe0.20523738634606803 Ni0.21570561396301027 Mn0.2019042128527652 Ti0.14073378776581236 Al0.01983210837804476 ,Co0.2Fe0.2Ni0.2Mn0.2Ti0.16Al0.04,0.04979495425022475,1.4437952755570447,-0.01808202379748196,3.2544000000000004,1.0807271373339529,-0.014212935953836409,54.419909544,272.0995477199999,-5.732091623047032,0.1049460555855923,0.26576,7.960000000000001,16.864000000000004,4.1175999999999995,29.0,0.0,1.0,28.0,0,69.25999999999999,0.23883278331323798,7.355999999999999,-0.032313844165210485,16.3
Co1 Fe1 Ni1 Mn1 Ti1,Co1 Fe1 Ni1 Mn1 Ti1,5,0.447213595499958,0.34199518933533946,0.27594593229224296,0.25169979012836535,0.2349237886176038,22.0,28.0,6.0,25.6,1.6799999999999997,22.0,43.0,61.0,18.0,53.8,5.040000000000001,43.0,47.867,58.933195,11.066195,55.255328,3.082244399999999,47.867,1519.0,1941.0,422.0,1753.4,103.91999999999999,1519.0,4.0,10.0,6.0,7.6,1.6800000000000002,4.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,160.0,36.0,136.2,10.639999999999997,124.0,1.54,1.91,0.3699999999999999,1.7420000000000002,0.1575999999999999,1.54,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,5.6,1.6800000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,6.0,7.6,1.6800000000000002,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.4,1.6800000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.4,1.6800000000000002,2.0,10.245,16.69,6.445000000000002,11.694517241380002,1.9981931034480014,10.245,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.1106628,2.1106402666666666,0.8509722708045977,0.782875783356322,2.25333333333e-05,194.0,229.0,35.0,211.8,14.239999999999998,194.0,2.0,0.0,5.6,0.0,False,0.033645949486530435,0.006542360236080823,Co0.21331226194150907 Fe0.20213435345094685 Ni0.21244430944288303 Mn0.19885157500105693 Ti0.17325750016360414 ,Co0.2Fe0.2Ni0.2Mn0.2Ti0.2,0.05032439148860342,1.409976673923886,-0.018105451937646143,3.2800000000000007,1.0807181147164155,-0.013380866803977112,55.255328,276.27664,-5.283566565121814,0.11004734936964886,0.2760000000000001,7.6000000000000005,16.640000000000004,4.176,28.0,0.0,0.0,28.0,0,69.77,0.22034432881822472,6.8664000000000005,-0.024275169044691028,3.8
Co1 Fe1 Ni1 V1,Co1 Fe1 Ni1 V1,4,0.5,0.3968502629920499,0.32987697769322355,0.3047534135511189,0.2871745887492587,23.0,28.0,5.0,26.0,1.5,23.0,46.0,61.0,15.0,55.0,4.5,46.0,50.9415,58.933195,7.991695,56.10327374999999,2.7100237499999995,50.9415,1728.0,2183.0,455.0,1872.5,155.25,1728.0,5.0,10.0,5.0,8.0,1.5,5.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,153.0,29.0,133.75,9.625,124.0,1.63,1.91,0.28,1.8125,0.09125,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,8.0,1.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.0,1.5,2.0,10.245,13.01,2.7650000000000006,11.07625,0.9668749999999999,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.063632175,0.765934825,0.0,194.0,229.0,35.0,219.25,12.625,194.0,2.0,0.0,6.0,0.0,False,0.019409168797571597,0.0029569623839356754,Co0.26261032138075546 Fe0.24884911462051715 Ni0.26154177856688804 V0.22699878543183946 ,Co0.25Fe0.25Ni0.25V0.25,0.029607193863806888,2.05540781843922,0.0061989904619757785,1.75,1.043086535545146,-0.011525651318350769,56.10327374999999,224.41309499999997,-13.148341701329077,0.07612782304688552,0.18875000000000003,8.0,10.5,4.6049999999999995,24.0,0.0,0.0,24.0,0,69.8725,0.19618293697651248,6.6518749999999995,-0.01804261331717613,80.0
Co1.5 Cr1 Fe1 Ni1.5 Ti0.5,Co1.5 Cr1 Fe1 Ni1.5 Ti0.5,5,0.4723774929733301,0.37643797722025935,0.32124593036810795,0.3035813869030258,0.29280508050559423,22.0,28.0,6.0,26.09090909090909,1.537190082644628,27.0,43.0,61.0,18.0,55.27272727272727,4.6115702479338845,58.0,47.867,58.933195,11.066195,56.03899863636364,3.0265078512396686,58.6934,1728.0,2180.0,452.0,1855.5454545454545,133.52066115702476,1728.0,4.0,10.0,6.0,8.090909090909092,1.5371900826446279,9.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,160.0,36.0,132.0,7.636363636363637,124.0,1.54,1.91,0.3699999999999999,1.808181818181818,0.10264462809917366,1.88,1.0,2.0,1.0,1.8181818181818181,0.29752066115702475,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,6.2727272727272725,1.3388429752066116,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,6.0,8.090909090909092,1.5371900826446279,9.0,0.0,1.0,1.0,0.18181818181818182,0.29752066115702475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.727272727272727,1.3388429752066116,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.909090909090909,1.537190082644628,2.0,10.245,16.69,6.445000000000002,11.111363636363636,1.0428925619834712,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.9684496212121213,0.7317256534435262,0.5953947,194.0,229.0,35.0,215.1818181818182,15.404958677685949,194.0,1.8181818181818181,0.0,6.2727272727272725,0.0,False,0.033645949486530435,0.003673890833587632,Co0.2868125758233124 Cr0.1687010223894647 Fe0.18118875445157726 Ni0.2856455557488102 Ti0.07765209158683542 ,Co0.2727272727272727Cr0.18181818181818182Fe0.18181818181818182Ni0.2727272727272727Ti0.09090909090909091,0.038076628825893945,2.220758190899799,-0.001528771622146556,2.0330578512396693,1.0812348166933445,-0.012858421475807333,56.03899863636364,308.2144925,-8.868918746953389,0.08091568622804196,0.1877685950413223,8.09090909090909,10.74380165289256,4.372727272727272,29.0,1.0,0.0,28.0,0,80.92636363636363,0.2486544402681539,9.68181818181818,-0.0317406771737134,36.8
